Category,Description,Material cost per unit,Labor cost per unit,Lump sum cost,Manhours per unit,Equipment cost per unit,Unit of measure,Crew code and detail,Crew Code
"1-section 36"" x 84"" X-ray barrier",0.8mm lead equiv. panels,2950,149,3099,2.78,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"1-section 36"" x 84"" X-ray barrier",1.0mm lead equiv. panels,3020,179,3199,3.34,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"1-section 36"" x 84"" X-ray barrier",1.5mm lead equiv. panels,3260,238,3498,4.46,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"2-section 72"" x 84"" X-ray barrier",0.5mm lead equiv. panels,5930,297,6227,5.56,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"2-section 72"" x 84"" X-ray barrier",0.8mm lead equiv. panels,6250,297,6547,5.56,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"2-section 72"" x 84"" X-ray barrier",1.0mm lead equiv. panels,6380,357,6737,6.68,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"2-section 72"" x 84"" X-ray barrier",1.5mm lead equiv. panels,6870,476,7346,8.9,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"3-section 108"" x 84"" X-ray barrier",0.5mm lead equiv. panels,9060,446,9506,8.34,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"3-section 108"" x 84"" X-ray barrier",0.8mm lead equiv. panels,9600,446,10046,8.34,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"3-section 108"" x 84"" X-ray barrier",1.0mm lead equiv. panels,9860,535,10395,10,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
"3-section 108"" x 84"" X-ray barrier",1.5mm lead equiv. panels,10600,716,11316,13.4,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
Convenience store display shelving,"38"" wide 2-tower unit",1280,13,1293,0.25,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Convenience store display shelving,"72"" wide 4-tower unit",1760,18.2,1778.2,0.35,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Convenience store external signage,Metal base plate,837,78.1,915.1,1.5,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Convenience store external signage,"Post and sign, installed",7130,156,7286,3,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Convenience store external signage,Sign controls,389,416,805,8,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
High-traffic convenience store aluminum twin-door portal,"Store glass double door, per pair of doors",4040,372,4412,8,,Ea,SW: [46.53] - (Sheet Metal Worker),SW
Convenience store display window security grillwork,"Security grillwork, 8' x 20'",1510,292,1802,8,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Convenience store display window security grillwork,"Security grillwork, per SF",9.41,1.82,11.23,0.05,,SF,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Convenience store bulletproof cashier booth,Bulletproof cashier booth,1960,146,2106,4,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Church steeple base plate,Building of roof base plate and plate support,6420,2130,8550,40,,Ea,"F5: [53.35] - (2 Building Laborer, 3 Carpenter)",F5
Church steeple installation,"Steeple, bolted in and shimmed",27700,1180,30920,24,2040,Ea,"S5: [48.99] - (5 Building Laborer, 1 Crane Operator, 1 Truck Driver)",S5
Church steeple installation,Roof flashing and roof edge seal,1330,826,2156,16,,Ea,"R3: [51.60] - (2 Roofer, 1 Building Laborer)",R3
Church steeple installation,Painting of steeple and trim,500,2090,2590,40,,Ea,"D7: [52.20] - (1 Painter (Commercial), 1 Laborer)",D7
Decorative ornamental fountains,"Positioning, anchoring and Gunite sealing of pond sidewalls",22000,2270,24545,40,275,Ea,CM: [56.74] - (Cement Mason),CM
Decorative ornamental fountains,Bolting and wiring of pump and controller,2050,534,2584,8,,Ea,CE: [66.76] - (Electrician),CE
Decorative ornamental fountains,Startup and adjustment of fountain pump,,134,134,2,,Ea,CE: [66.76] - (Electrician),CE
Traffic signal,Traffic light pole and base,18200,163,18638,4,275,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Traffic signal,Electrical wiring and controls,2480,534,3014,8,,Ea,CE: [66.76] - (Electrician),CE
Traffic signal,Calibration and test,,267,267,4,,Ea,CE: [66.76] - (Electrician),CE
Pedestrian street crossing signal,"Craning in, bolting and shimming of crosswalk light and base",10400,326,11001,8,275,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Pedestrian street crossing signal,Fixtures plus assembly,1680,267,1947,4,,Ea,CE: [66.76] - (Electrician),CE
Pedestrian street crossing signal,Wiring of main breaker and timer,1650,267,1917,4,,Ea,CE: [66.76] - (Electrician),CE
Pedestrian street crossing signal,Calibration and test,,267,267,4,,Ea,CE: [66.76] - (Electrician),CE
Street lighting,Craning in and positioning of pole and base,17600,81.6,17956.6,2,275,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Street lighting,Wiring of controls and power,2060,534,2594,8,,Ea,CE: [66.76] - (Electrician),CE
Street lighting,Startup and adjustment,,267,267,4,,Ea,CE: [66.76] - (Electrician),CE
Public park surveillance,Lamp-pole mount of camera,641,163,804,4,,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Public park surveillance,Power supply positioning,533,134,667,2,,Ea,CE: [66.76] - (Electrician),CE
Public park surveillance,Wiring of controls and digital links,476,134,610,2,,Ea,CE: [66.76] - (Electrician),CE
Public park surveillance,Startup and adjustment,,66.8,66.8,1,,Ea,CE: [66.76] - (Electrician),CE
Subway platform egress barrier,Gate positioning and bolting,6320,81.6,6401.6,2,,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Subway platform egress barrier,Wiring of controls,339,134,473,2,,Ea,CE: [66.76] - (Electrician),CE
Subway platform egress barrier,Startup and adjustment,,66.8,66.8,1,,Ea,CE: [66.76] - (Electrician),CE
Pedestrian walkway bridge,Foundation plate/upright crane-in,233000,979,234531,24,552,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Pedestrian walkway bridge,"Craning in, bolt-up and weld of span",752000,653,753480,16,827,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Pedestrian walkway bridge,Tensioning and adjustment of stressed diagonal brace elements,2660,979,3639,24,,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Pedestrian walkway bridge,Sandblast and paint structure,25300,674,26636,16,662,Ea,PT: [42.15] - (Painter (Residential)),PT
Pedestrian walkway bridge,Mounting of protective screening,179000,979,179979,24,,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Pedestrian walkway bridge,Inspection and test,,952,952,16,,Ea,MW: [59.51] - (Millwright),MW
Decorative and ornamental lighting,Bolting of fixtures,391,28.1,419.1,0.5,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Decorative and ornamental lighting,Wiring of main breaker and timer,278,267,545,4,,Ea,CE: [66.76] - (Electrician),CE
Decorative and ornamental lighting,Light aiming and calibration,,28.1,28.1,0.5,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Subway and metro traffic control egress portals,Positioning of equipment,6280,134,6414,2,,Ea,CE: [66.76] - (Electrician),CE
Subway and metro traffic control egress portals,Wiring of controls,136,267,403,4,,Ea,CE: [66.76] - (Electrician),CE
Subway and metro traffic control egress portals,Startup and adjustment,,66.8,66.8,1,,Ea,CE: [66.76] - (Electrician),CE
Magnetic metal detector,Equipment and positioning,18200,134,18334,2,,Ea,CE: [66.76] - (Electrician),CE
Magnetic metal detector,Wiring of controls,135,267,402,4,,Ea,CE: [66.76] - (Electrician),CE
Magnetic metal detector,Startup and adjustment,,66.8,66.8,1,,Ea,CE: [66.76] - (Electrician),CE
MRI parcel inspection station,Equipment and positioning,176000,134,176134,2,,Ea,CE: [66.76] - (Electrician),CE
MRI parcel inspection station,Wiring of controls,335,134,469,2,,Ea,CE: [66.76] - (Electrician),CE
MRI parcel inspection station,Startup and adjustment,,66.8,66.8,1,,Ea,CE: [66.76] - (Electrician),CE
Wall modifications for a digital broadcast studio,Staggered studs,1.12,1.09,2.21,0.021,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Wall modifications for a digital broadcast studio,Insulation,1.12,0.31,1.43,0.006,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Wall modifications for a digital broadcast studio,Specialty perfboard,1.01,0.36,1.37,0.007,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Ceiling modifications for a digital broadcast studio,Staggered joists,1.12,1.15,2.27,0.022,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Ceiling modifications for a digital broadcast studio,Insulation,1.12,0.42,1.54,0.008,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Ceiling modifications for a digital broadcast studio,Specialty perfboard,1.01,0.47,1.48,0.009,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Floor modifications for a digital broadcast studio,Prefab soundproof floor panels,4.08,1.14,5.22,0.02,,SF,FL: [56.80] - (Floor Layer),FL
Floor modifications for a digital broadcast studio,Acoustical mahogany parquet,5.39,1.14,6.53,0.02,,SF,FL: [56.80] - (Floor Layer),FL
Prefab control room module for a digital broadcast studio,Harris Corporation or equal,10.2,1.76,11.96,0.03,,SF,CC: [58.54] - (Carpenter),CC
Prefab control room module for a digital broadcast studio,"Scrim and lighting tracks, less scrims and lighting",993,84.3,1077.3,1.5,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Electrical service for a digital broadcast studio,"Sunken outlet trays, 480 volt, three phase, 60 Hz",407,56.2,463.2,1,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Electrical service for a digital broadcast studio,"Main electrical switchgear panel, 500 amp",6460,1300,7760,23.2,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Electrical service for a digital broadcast studio,Ground fault and lightning protection,1630,899,2529,16,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Electronic control panel for a digital broadcast studio,"Wood control panel supports, custom",99.1,13.3,112.4,0.256,,LF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Electronic control panel for a digital broadcast studio,"Prefab, custom, 20 gauge galvanized steel",192,41.2,233.2,0.785,,LF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Electronic control panel for a digital broadcast studio,Control room soundproof glazing,32.4,4.6,37,0.086,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
Uninterruptable power source,"Engine generator, 500 KW",167000,3370,170370,60,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Radio frequency emission screening,Copper grounded,42,65.2,107.2,1.16,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Radio frequency emission screening,Electrostatic discharge protective grounding,38.6,63.5,102.1,1.13,,Ea,"E4: [56.17] - (1 Building Laborer, 1 Electrician)",E4
Electric service for a digital broadcast studio,Digital cable enclosure tray and connector panel,152,22.4,174.4,0.5,,Ea,BE: [44.88] - (Electrician),BE
Digital broadcast,Multiple workstation cubicle gallery,21.5,1.46,22.96,0.028,,SF,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Manual 2 stop dumbwaiters,25 pounds to 50 pounds,3470,2520,5990,39.8,,Ea,CV: [63.36] - (Elevator Constructor),CV
Manual 2 stop dumbwaiters,75 pounds to 200 pounds,4740,2710,7450,42.7,,Ea,CV: [63.36] - (Elevator Constructor),CV
Manual 2 stop dumbwaiters,Add for each additional stop,,,2670,,,Ea,,
Electric dumbwaiters,"50 lbs,   25 FPM, 2 stop, no doors",3090,2670,5760,42.2,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"50 lbs,   25 FPM, 2 stop, manual doors",7670,6720,14390,106,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"50 lbs,   50 FPM, 2 stop, manual doors",7710,6780,14490,107,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"75 lbs,   25 FPM, 2 stop, no doors",3090,2670,5760,42.2,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"75 lbs,   25 FPM, 2 stop, manual doors",9280,6780,16060,107,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"75 lbs,   50 FPM, 2 stop, manual doors",9300,7030,16330,111,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"100 lbs,   25 FPM, 2 stop, no doors",4500,3210,7710,50.6,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"100 lbs,   25 FPM, 2 stop, manual doors",9530,6780,16310,107,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"100 lbs,   50 FPM, 2 stop, manual doors",9730,7030,16760,111,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"100 lbs, 100 FPM, 5 stop, manual doors",10200,10300,20500,162,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"200 lbs,   25 FPM, 2 stop, no doors",4620,3310,7930,52.3,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"200 lbs,   25 FPM, 2 stop, manual doors",9860,7030,16890,111,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"200 lbs, 100 FPM, 5 stop, manual doors",12000,10300,22300,162,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"300 lbs,   50 FPM, 2 stop, manual doors",20300,7160,27460,113,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"300 lbs, 100 FPM, 5 stop, manual doors",27000,10800,37800,171,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"400 lbs,   50 FPM, 2 stop, manual doors",20500,7220,27720,114,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"400 lbs, 100 FPM, 5 stop, manual doors",29800,11000,40800,174,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"500 lbs,   50 FPM, 2 stop, manual doors",21200,7410,28610,117,,Ea,CV: [63.36] - (Elevator Constructor),CV
Electric dumbwaiters,"500 lbs, 100 FPM, 5 stop, manual doors",31300,11300,42600,178,,Ea,CV: [63.36] - (Elevator Constructor),CV
Hydraulic 100 FPM passenger elevators,2 stop,,,75500,,,LS,,
Hydraulic 100 FPM passenger elevators,3 stop,,,85200,,,LS,,
Hydraulic 100 FPM passenger elevators,Add for each additional stop,,,9590,,,Ea,,
Hydraulic 150 FPM passenger elevators,2 stop,,,82800,,,LS,,
Hydraulic 150 FPM passenger elevators,3 stop,,,91700,,,LS,,
Hydraulic 150 FPM passenger elevators,Add for each additional stop,,,10400,,,Ea,,
Geared passenger elevators,4 stop,,,147000,,,LS,,
Geared passenger elevators,5 stop,,,161000,,,LS,,
Geared passenger elevators,Add for each additional stop,,,15000,,,LS,,
Gearless 500 FPM passenger elevators,5 stop,,,207000,,,LS,,
Gearless 500 FPM passenger elevators,10 stop,,,288000,,,LS,,
Gearless 500 FPM passenger elevators,Add for each additional stop,,,16100,,,Ea,,
Gearless 700 FPM passenger elevators,10 stop,,,293000,,,LS,,
Gearless 700 FPM passenger elevators,15 stop,,,380000,,,LS,,
Gearless 700 FPM passenger elevators,Add for each additional stop,,,17300,,,Ea,,
"Gearless 1,000 FPM passenger elevators",10 stop,,,312000,,,LS,,
"Gearless 1,000 FPM passenger elevators",15 stop,,,403000,,,LS,,
"Gearless 1,000 FPM passenger elevators",Add for each additional stop,,,18400,,,Ea,,
Elevators,"Sidewalk elevators, 2 stops, 2,500 pounds",,,56800,,,LS,,
Freight elevators,"3,000 lbs. 50 FPM",,,77900,,,LS,,
Freight elevators,"4,000 lbs. 50 FPM",,,85100,,,LS,,
Freight elevators,"6,000 lbs. 50 FPM",,,99700,,,LS,,
Freight elevators,"3,000 lbs. 100 FPM",,,87800,,,LS,,
Freight elevators,"4,000 lbs. 100 FPM",,,93100,,,LS,,
Freight elevators,"6,000 lbs. 100 FPM",,,110000,,,LS,,
Freight elevators,"3,000 lbs. 150 FPM",,,96800,,,LS,,
Freight elevators,"4,000 lbs. 150 FPM",,,101000,,,LS,,
Freight elevators,"6,000 lbs. 150 FPM",,,119000,,,LS,,
Freight elevators,Add for each additional stop,,,8880,,,LS,,
Escalators,13' rise,,,168000,,,Ea,,
Escalators,15' rise,,,166000,,,Ea,,
Escalators,17' rise,,,174000,,,Ea,,
Escalators,19' rise,,,180000,,,Ea,,
Escalators,21' rise,,,208000,,,Ea,,
Manual trolley electric hoists,"1/2 ton, swivel mount, 25' lift",6420,491,6911,9.34,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"1/2 ton, swivel mount, 45' lift",6810,720,7530,13.7,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"1/2 ton, swivel mount, 75' lift",7610,946,8556,18,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"1 ton, geared trolley, 20' lift",7710,625,8335,11.9,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"1 ton, geared trolley, 30' lift",8130,830,8960,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"1 ton, geared trolley, 55' lift",8940,1010,9950,19.2,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"2 ton, geared trolley, 15' lift",9420,830,10250,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"2 ton, geared trolley, 35' lift",10000,830,10830,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"2 ton, geared trolley, 55' lift",10900,830,11730,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Manual trolley electric hoists,"2 ton, geared trolley, 70' lift",11400,830,12230,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1/2 ton, 50 FPM lift to 25'",7610,470,8080,8.94,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1/2 ton, 100 FPM lift to 25'",11200,830,12030,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1/2 ton, 50 FPM lift to 45'",8000,470,8470,8.94,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1/2 ton, 100 FPM lift to 45'",11700,830,12530,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1/2 ton, 50 FPM lift to 75'",8770,625,9395,11.9,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1/2 ton, 100 FPM lift to 75'",12300,946,13246,18,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1 ton, 50 FPM lift to 20'",7750,830,8580,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1 ton, 50 FPM lift to 30'",8210,830,9040,15.8,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"1 ton, 50 FPM lift to 55'",9100,946,10046,18,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"2 ton, 50 FPM lift to 15'",9320,940,10260,17.9,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"2 ton, 50 FPM lift to 35'",10200,1050,11250,19.9,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"2 ton, 50 FPM lift to 55'",11000,1050,12050,19.9,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Power trolley electric hoists,"2 ton, 50 FPM lift to 70'",11100,1050,12150,19.9,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
